ID,Name,Type,HP,HP Recovery Rate,MP,MP Recovery Rate,TP,ATK,DEF,MAG,MND,SPD,EVA,ACC,HP Base Value,ATK Base Value,DEF Base Value,MAG Base Value,MND Base Value,SPD Base Value,FIR,CLD,WND,NTR,MYS,SPI,DRK,PHY,PSN,PAR,HVY,SHK,TRR,SIL,DTH,DBF,Special,Desc1,Desc2,Desc3,Desc4
219,Symbol of Faith,sub,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A statue placed within the Con Cave.,"Screw diplomacy, just force mysterious items on them. That's how a true",savior of the world acts. Reimu and Sanae could learn from him... maybe.,MND +36%
220,Diva's Apron,sub,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Apron wore by divas who still have ways to go. Cute. Be warned that,wearing it will make people point fingers at you quite often., ,MND +48%
221,Jagged Leaves,sub,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,An item that increases agility by 1 when used. A valuable item in a game,system where agility is the difference between life and death. They tend,"to be camouflaged by other green things like grass, and are easily missed.",SPD +12%
222,Booster v0.8,sub,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A booster that lets you go higher when you press jump while midair. If you,"fall from the ledge and talk to the professor, you get this normal version",and bad things will happen later. At least its easier to master than v2.0.,SPD +24%
223,Pale Wing Thruster,sub,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Thrusters equipped by Space Fighters to combat aliens. Stronger than ground,"soldiers in almost all situations, so it got nerfed in 3P. Rapiers' power","and range were reduced to 2/3rd, yet Master Rapier is still a top weapon.",SPD +36%
224,Full Custom,sub,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A chip that instantly fills the action gauge to max. It's not as broken,"in 2 when one can use multiple copies of normal chips, but now it really",feels that in 2 there are more broken things than just Prism Combo.,SPD +48%
225,Chargin' Targe,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A shield that halves fire damage and enables charging attacks. It's useful,but it's hard to discard the stickybomb launcher. Practice with the grenade,"launcher if you want to use this, or forget it if you have Medic Uber on.",FIR +50
226,LOVE Machine 3322,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A special machine whose effect changes depending on the combination of,"its 4 IC chips. With a 3-3-2-2 combo, fire damage is completely negated.","Still, against that Nurse guy, even with this you're not totally safe.",FIR +100
227,Heater Muffler,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A treasure that reduces damage from ice-elemental field magic by half.,"Beginners neglect magic power, so minmaxing yours and spamming field",magic can kill them wherever they move. Though it tends to piss them off.,CLD +50
228,Lv70 Lover Snapper's Scale,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"""If you really love her, catch a 70cm one without trading. Otherwise, too","bad."" There have been reports of filling up the shipping box without a",single one above 60cm. The tears make your cold resistance increase.,CLD +100
229,Spellbook - High Hurricane,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Character exclusive spellbook containing the best wind magic. Not learnable,by levelling; you have to find it to be able to use it. Instead of buffing,"someone, they should've done something about Yuki's chest armor sprites.",WND +50
230,Card [Ruler of Heavens],sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,With HP on the same level as attackers and unlimited range 2P attack at no,"cost, it's the best monster amongst them all. 3 copies is standard unless","rules forbid it. In DS version its HP is reduced by 1, yet it remains uber.",WND +100
231,Rosebush Robe,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,,A strong lightweight equipment found in the Dark World. One can still,"remember how scary the place is, and how strong the Death Knights are.", ,NTR +50
232,Green Dream,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,,An accessory obtained by collecting tree sap after Robo spent 400 years,transforming a desert to a forest. The scene where this item is used,"to console a friend is, in my opinion, one of the best scenes ever.",NTR +100
233,Stone of Hades,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,,"To enter the lowest floor of Plane of Death, these stones are required to","bind one's souls with their body. Post-game, collecting 30 will get you","the best equipment and character by far, possibly just for postgame.",MYS +50
234,Star World Bracelet,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,,Bracelet that reduces mystic damage by half. You should collect all the,"chests with this item to counteract Galaxian Explosion. Even without that,",there are still many situations where mystic resistance is handy.,MYS +100
235,Goriki's Charm,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,,A spiritual art that negates some damage from enemies. This becomes very,"useful in the second half of the game, when your healing may not be enough",to catch up with the damage. It really makes the game quite boring though.,SPI +50
236,Intama,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,,A solemnly shining orb that is said to be a robot's soul. The catalyst for,"the miraculous restoration of Musashi's broken body for the final battle,",after finally arriving at Hanzou after the sacrifice of many allies.,SPI +100
237,Shackles,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,,Shackles that you might think are worn by zombies. A version update nerfed,"its reason to exist by preventing mass-equipping multiples of it, but it",was resurrected after another update added cheap and strong reforges to it.,DRK +50
238,Dark Magic Grimoire,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,,A proof of one somehow linking up with 100 friends. Making that a condition,"for this item, certain dungeons and certain allies was plain cruel. And the",bug in first releases that wiped your friends list... Many tears were shed.,DRK +100
239,Lucky Horseshoe,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,,Accessory that negates damage of falling from high places. Falling from up,"to 50 feet will not do a single point of damage normally, yet 1 inch more",results in grievous damage. Definitely equip this to prevent accidents.,PHY +50
240,Button of Aegis,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,,"Increases HP by 100, gives type advantage against White B and Black B, and","negates weaknesses. Combine this with Senna for an unbreakable wall, but","She's strong enough already, so you may want to give it to others.",PHY +100
241,Poison Resistance Ring,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,,"A ring that decreases poison damage to 1/3, and radiation damage to 2/5.","Without this, radiation items can permanently change parameters,",or cause freakish mutations suddenly. Try to get this before mid-game.,PSN +50
242,Nitroglycerin,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,,An item that lifts Paralysis from one ally. Can be used repeatedly. If you,"get it too late you might have deaths, and killing the shopkeeper to get",this results in other items becoming unobtainable. Somewhat troubling.,PAR +50
243,Talaria,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,,A pair of shoes that enable the wearer to float in air. Those who try it,on right after finding it tend to hit themselves in the head., ,HVY +50
244,Steadfast Ring,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,,A ring that decreases knockback from damage. The game has an excellent,"system that offers good customization and collecting fun, but it's not",present in other titles. Quite a shame.,SHK +50
245,Two-Face's Coin,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,,A two-faced coin that allows one to dictate their own fortune.,It's scarred on one side., ,TRR +50
246,Yamabiko Necklace,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,,"When you're Silenced and can no longer speak, this necklace somehow lets","you hear Yamabiko, thereby restoring your speech. Sometimes it can make",you hear things too. Kind of scary.,SIL +50
247,Courtesan's Sorrow,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,,An item that inflicts instant death on the opposition.,Very useful for killing those high-endurance mobs in the final floor.,"Can't be bought after 7th floor, so hoard them when you can.",DTH +50
248,Kazu's Amulet,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,,A charm that Kazu's mother asks you to hand over to her son guarding the,watchhouse. A consumable that uses special radio waves to repel encounters,"but given when you get it, you'll hesitate when using it, in many ways.",DBF +50
249,Bludgeon,sub,0,0,0,0,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,12.0,0,0,0,0,,A bludgeon created from the trunk of the Great Tree. Might have some,"mysterious power within. The girls thought it too heavy, so they scraped",at it until it was thin enough to work as a staff. Poor bludgeon.,ATK/DEF +10% PHY +12 SHK +12
250,Piche's Bauble,sub,0,0,0,0,0,0,0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,16.0,0,0,0,,A key item that can be obtained from the very beginning of the game.,An item that reminds you of a kind prince and a pitiable maiden.,The first boss's reaction to this item is quite sad.,MAG/MND +8% NTR +20 TRR +16
251,Light Crystal,sub,10.0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,20.0,0,,"Gems that was originally searched for to cure the plague, but as he","enters the Tower of Illusions, he will turn evil. No matter what you do,",there's no escaping it. Poor guy.,HP +10% MND +10% DRK +25 DTH +20
252,Purple Dragon Crystal,sub,8.0,0,0,0,0,8.0,8.0,8.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A crystal that's large enough to grip, and shines with rainbow colors when","raised. Obtaining it allows one to transform into a dragon, but it's",worrisome whether that's really alright with this world's settings.,All Stats +8%
253,Super-Hard Rye Bread,sub,0,0,0,0,0,16.0,0,16.0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,,"Leave a Rye Bread in your room for a long time, and you get this. For","whatever reason, using the item deals skills-like damage to a large area.","Thus, lots of bread tend to get left all over her house. What a witch.",ATK/MAG +16% ACC +10 PSN +20
254,Sirloin,sub,24.0,0,0,0,0,0,8.0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,,"A high quality meat that, when tossed, can sometimes convince foe monsters",to join your side. Makes your own monsters more loyal to you too., ,HP +24% DEF/MND +8% PAR +20
255,Uniform of Exorcism,sub,0,0,0,0,0,0,20.0,0,20.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,24.0,0,0,0,0,0,0,0,0,0,,The winter uniform of the demon hunter. Due to magic inherited down from,"generations of exorcists, it has powerful defenses despite what its",appearance may lead you to believe.,DEF/MND +20% EVA +10 MYS/SPI/DRK +24
256,Glow Crystal,sub,10.0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,0,0,0,0,0,24.0,24.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,,"When used in tempering, it gives the ""Nymph of Dawn"" power to weapons.",Weapons imbued with Nymph of Dawn requires less energy to increase,"essence levels, which is vitally important to weapon tempering in general.",HP +10% MAG/MND +20% FIR/CLD/WND/NTR+24
257,Bone Stake,sub,0,0,0,0,1.0,0,0,0,0,20.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,20.0,0,0,,A completely featureless weapon. Quite dangerous. If one forgets to buy,"it at the beginning, it won't be obtained until much later, after one",completes the Faerie Palace.,TP +1 SPD +20% ACC/EVA +8 SHK/TRR/SIL +20
258,Blade Cusinart,sub,0,0,1.0,0,0,24.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,0,0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,,A disastrous blade that shreds enemies to pieces. With its high-speed,"revolving tip, an innumerable amount of meat for cooking was cut by it.",This terrifying power is the loyal ally of today's housewives.,MP +1 ATK +24% DEF/MAG/MND/SPD +6% All Affinities +12
259,Flipskirt Dagger,sub,0,0,0,0,0,24.0,0,20.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,,A weapon that increases both attack and magic. It's the strongest dagger,"in the original, but few characters use both stats, and in Magnum it's",it's completely outclassed by the Ultra Sword. The poor thing.,ATK +24% MAG +20% SPD +10% DBF +20
260,Ultrafast Granite Keystone,sub,12.0,0,0,0,0,12.0,12.0,12.0,12.0,12.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,"Just place it, and it will emit a special field that totally draws out the",potential of anything and make it much more awesome and stuff. It involves,so much breakthrough technology that everything about it is a mystery.,All Stats +12% ACC/EVA +8 All Resistances +12
261,Luster Candy,sub,32.0,0,0,0,0,24.0,24.0,0,0,0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A candy that boosts all stats at once, so named because everyone lusts","after it, but you can-die before you ever see one. A skill that took the","buffing role from Makakaja, but you can expect greater things from now on.",HP +32% ATK/DEF +24%  ACC/EVA +16
262,Getitup V,sub,20.0,0,0,0,2.0,20.0,20.0,20.0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A medicine that makes a certain part of your body extremely healthy.,It seems like something vampires drink when they want to show their true,"form, but this kind of true form is desired only by that vampire anyway.",TP +2 All Stats +20%
263,Water Cutting Sword,sub,20.0,0,0,0,0,20.0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,20.0,0,0,0,20.0,0,0,,A weapon effective against aquatic enemies. It's so important that one,"must obtain it before 20F, no matter what the cost is. Basically it's all","those Gyazaas' fault. Because of this, Gyazaas are hugely nerfed in nequel.",HP/ATK/MAG +20% CLD +60 PAR/SIL +20
264,Hero's Medal,sub,0,0,1.0,0,0,12.0,0,12.0,40.0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,,"A medal that heroes of the world are allowed to carry. It has bronze,",silver and gold versions. The antag having a Gold one makes one wonder what,kind of hijinks he was up to when he was younger.,MP +1 ATK/MAG +12% MND +40% FIR/PHY +30
265,Happy Hat,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,10.0,10.0,Recover 1 MP if at the front at end of battle,How one uses lucky equipment. An item that recovers MP by walking in a,game where MP recovery is scarce. Since MP doesn't really go up in this,"game, even 1 MP remains important, adding to this equipment's usefulness.",TRR/SIL/DTH/DBF +10 Recover 1 MP if at the front at end of battle
266,Big Bang Waganizer,sub,0,0,0,0,0,0,0,30.0,0,16.0,0,0,0,0,0,0,0,0,32.0,0,32.0,0,0,32.0,32.0,0,0,0,0,0,0,0,0,0,,Special level 4 equipment that uses a lot of Battery to clear the screen.,A useful technique in a game where the player lacks much means to remove,"enemies, but the amount of Battery expended for this is quite overcharged.",MAG +30% SPD +16% FIR/WND/SPI/DRK +32
267,Scouter,sub,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+10% damage when targeting the enemy's weakness,A gadget that measures your opponent's battle power. It always does its,"job perfectly, yet it constantly gets accused of not working correctly",and gets broken to pieces as a result. The poor thing.,MP +1 TP +1 +10% damage when targeting the enemy's weakness
268,Toadstoolshed,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,"A most valuable fruit that increases all of a pet's stats. ""I've heard of","it but I've never seen it"", is what most say of it. Combining a Spiny Seed",with a neutral colour seed results in a small chance of getting one.,All Affinities +24 All Resistances +12
269,Demon Core,sub,24.0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,20.0,20.0,,A chunk of plutonium that was used in the prototype atomic bomb after all,kinds of experiments. So named after it killed two scientists after going,"critical in experiments. But really, the methodology was like a bad joke.",HP/MAG +24% TRR/SIL/DTH/DBF +20
270,Pride,sub,0,0,0,0,0,48.0,0,0,24.0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,,"Head parts that can emit a super 77-power beam. It can only hold one shot,","but if carefully used, it can be used to snipe tough enemy leaders with its",critically high damage. Gets you through the worst situations late-game.,ATK +48% MND +24% FIR +48 SHK +24
271,Damascus Dread Shield,sub,0,0,0,0,0,0,32.0,0,30.0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,,"The strongest shield created from the strongest material, Damascus. Get 32","Damascus Casserole Shields by 32 playthroughs, or spend about 300 wooden","shields making it from scratch. For me, I think 32 playthroughs is quicker.",DEF +32% MND +30% EVA +12 PHY +30
272,T-45d Power Armor,sub,0,0,0,0,0,16.0,30.0,16.0,16.0,0,0,0,0,0,0,0,0,0,24.0,24.0,24.0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,,Power Armor developed by America for defending Alaska in the Sino-American,"War. Lost some of its defensive abilities from the 200 years, but Capital",Wasteland still regards it as a symbol of its previously powerful culture.,DEF +30% ATK/MAG/MND +16% FIR/CLD/WND/PHY +24
273,Tisiphone Edge,sub,0,0,0,0,0,16.0,0,40.0,0,24.0,0,0,0,0,0,0,0,0,0,0,40.0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,,"A weapon that can hit up to seven times with its unleash, Vengeance.","With equipment that increase critical to 100% it can do really high damage,","but with those equipment, Sol Blade actually has better average damage.",ATK +16% MAG +40% SPD +24% WND/MYS+40
274,Forbidden Tablet,sub,0,0,1.0,0,0,0,0,56.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,40.0,0,0,0,0,0,0,0,0,0,,"A tablet containing forbidden magic. Even amongst hardcore gamers, tales","of obtaining one is rare. A nightmarish difficult item to obtain.  Sadly,",their practical worth doesn't make up for the difficulty of obtaining one.,MP+1 MAG +56% MND +26% MYS/SPI/DRK +40
275,The Arch,sub,32.0,0,1.0,0,1.0,0,0,0,0,24.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"It is shaped like a bow, but the frame part is actually a rapidly spinning","buzz-saw-like blade of light. With a brilliant white glow, she's truly a",work of art. Not a seam on her.,MP +1 TP +1 HP +32% SPD +24% ACC/EVA +24
276,Lambda Driver,sub,20.0,0,0,0,0,20.0,20.0,20.0,20.0,20.0,0,0,0,0,0,0,0,0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0,0,0,0,0,0,0,0,,A system that converts emotion and willpower into physical energy.,An important mechanism that is instrumental in that punch scene,that even got used in that robot crossover game.,All Stats +20% All Affinities +20
277,Portable Oscillation Cannon,sub,0,0,0,0,0,50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Powerful armament equipped by the Kazu'uchi Tsurugi 00-Dragoon Armor.,Strong enough that a direct hit destroys a Shin'uchi Tsurugi. With stealth,"as well, it marks the end of the era of the Shin'uchi ""Samurai"" caste.",ATK/MAG +50%
278,Century's End Jacket,sub,36.0,0,0,0,2.0,0,24.0,0,36.0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Jacket with the aura of the end of the century. Females wear these to look,wild and sexy. A definite must for those with large chests., ,TP +2 HP/MND +36% DEF +24% EVA +20
279,Glaive of Pain,sub,0,0,0,0,0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0,,"An easy to use weapon with no special abilities, but extremely high power.","However, it has no disenchant resistance, so without due care, it becomes",no stronger than store-bought weapons. Use disenchant resist armor with it.,ATK +76% DRK +32
280,Asura Blade,sub,0,0,0,0,0,40.0,0,0,0,30.0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A truly ultimate weapon that has the highest attack, doesn't decay, and",hits 1-3 times per attack. The protagonist isn't actually good enough to,"make use of it. Let Ryu handle attacking, and have the protag use items.",ATK +40% SPD +30% ACC +16
281,Wallbreaker Armband,sub,0,0,0,0,0,0,0,0,0,56.0,20.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A huge help and drag in the extra dungeon. Move diagonally at,"corners to enter walls. 10 damage is taken every turn within the wall, but",it's nothing compared to the foes. This + Sense is a guaranteed clear.,SPD +56% ACC +40 EVA +20
282,Energy Pack,sub,50.0,0,1.0,0,3.0,0,20.0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Obtained by delivering the capsules to Dr. Matsushita. Despite its,"simple name, it actually fully heals everyone's HP and BP. BP is used for","pretty much all actions, making BP recovery a veritable lifeline.",MP +1 TP +3 HP +50% DEF/MND +20%
283,Drum,sub,0,0,0,0,4.0,0,48.0,0,48.0,0,0,0,0,0,0,0,0,0,32.0,0,32.0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,,"...Push push! Push those drums! Ain't it nostalgic!? Actually though, in","that tower, this is both mandatory and kind of annoying. If you touch","the wrong chests, those drums will definitely give you hell.",TP +4 DEF/MND +48% FIR/WND/PHY +32
284,Regenerador's Heart,sub,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,50.0,0,50.0,50.0,0,0,50.0,0,0,0,,The heart of everyone's favourite idol monster. It's actually not a,"heart, but the parasite core within the body. Their first scene, the map","structure and their ""cuteness"" made quite the impact on most players.",HP +128% MYS/DRK +50 PSN/PAR/TRR +50
285,The Bee,sub,20.0,0,0,0,0,0,20.0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+12% damage when at full HP,"The most powerful of Amplifier Shields, which gives ""Amp Damage"" bonuses","when the shield is undamaged. Unlike other Amp Shields, it has 0 amp shot","drain. A really obvious game-breaker, but outdated by the 3rd playthrough.",HP/DEF/MND +20%  +12% damage when at full HP
286,Star of Elendil,sub,20.0,0,0,0,0,20.0,20.0,20.0,20.0,20.0,0,0,0,0,0,0,0,0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,A shining gemstone that is the symbol of the status of Arnor throne.,Its starlight brightens all around it., ,All Stats +20% All Affinities +30 All Resistances +15
287,Blue Saber,sub,0,0,1.0,0,0,50.0,25.0,25.0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Known as the ""Crazy Sword"", because one'd have to be crazy to endure","getting it. Using stat tables to figure out its mods, using poison damage to","figure out map ranks, people still do research even now. Crazies.",MP +1 ATK +50% DEF/MAG/MND/SPD +25%
288,Wash Basin Set,sub,0,0,0,0,0,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Perhaps they look like garbage, but complete the whole set and it gives","all stats +50, which is good enough for even a little into post-game.",Manipulating the RNG to get a lot of these early makes the game boring.,ATK/DEF/MAG/MND/SPD +50%
289,Meteor Drive,sub,0,0,0,0,0,0,24.0,0,24.0,72.0,12.0,0,0,0,0,0,0,0,0,0,64.0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,,"The best engine, obtainable mid-game, dropped rarely by Speed King. It","makes the rest of the game easy, but Speed King is tough and the drop rate",is awful.,DEF/MND +24% SPD +72% EVA +12 WND +64 HVY +32
290,Olzhas Shamshir,sub,0,0,0,0,0,64.0,48.0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,,"An illusionary sword. It's even stronger than the STR+28801 Sun Sword,",but you can't get it without Kettai in your party. Since Kettai is a late,"bloomer, having Kettai wielding this sword is quite a sight to behold.",ATK +64% DEF +48% FIR/MYS +48
291,War Mask of the Butcher,sub,0,0,0,0,0,72.0,72.0,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,24.0,24.0,,"The mask of the commander of several tribes, united under the ""Legion""","name. If you think human bosses in the series are all fodder, this",guy will prove you wrong. Even NCR would have problems with him.,ATK/DEF/MND +72% TRR/SIL/DTH/DBF +24
292,Divine Barrier,sub,0,0,0,0,0,0,88.0,0,88.0,0,0,0,0,0,0,0,0,0,40.0,40.0,40.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,,A property that reduces all damage. Angels and Demons tend to have this.,Higher Demons tend to have very strong Divine Barriers that make them,"essentially invulnerable, so make sure you have Exorcism weapons for them.",DEF/MND +88% FIR/CLD/WND/NTR +40
293,Lilium's Panties,sub,0,0,2.0,0,2.0,0,0,50.0,80.0,80.0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The panties of the ""324KB Death God."" No human alive could win against","that thing one-on-one... or so you would think, but apparently such people",do actually exist. The world sure is big.,MP +2 TP +2 MAG +50% MND/SPD +80% ACC/EVA +20
294,Megasphere,sub,160.0,2.0,0,0,0,0,32.0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A dream-like item that instantly increases health and armor to 200%. If you,"see this in end-game, you can bet that all hell will be breaking loose.","Even with both maxed out to 200%, you can and will still die in an instant.",HP +160% DEF/MND +32% HP Recovery Rate +2
