Character,CharID,Name,ID,awakening,Cost,Max Lvl,Description,HP,MP,TP,ATK,DEF,MAG,MND,SPD,EVA,ACC,AFF,RES
Minoriko Aki,10,Emergency Recovery,24,False,10,1,"If Minoriko uses Concentrate while under 66% HP, it will consume 3 TP and regenerate 66% HP, in addition to the usual effect. Does not work if the skill holder doesn't have enough TP.",0,0,0,0,0,0,0,0,0,0,0,0
Minoriko Aki,10,Rapid Charge,25,False,10,1,"If Minoriko uses Concentrate while under 33% MP, it will consume 5 TP and regenerate 50% MP, in addition to the usual effect. Does not work if the skill holder doesn't have enough TP.",0,0,0,0,0,0,0,0,0,0,0,0
Minoriko Aki,10,Myriad Goddess of Harvest,26,True,75,1,Using either Sweet Potato Room or Owotoshi Harvester will activate the other spell's effect. The additional spell is treated as Lv1.,0,0,0,0,0,0,0,0,0,0,0,0
Minoriko Aki,10,Plantation's Blessing,27,True,15,8,"When the user receives a turn, restore (SLv * 1)% of her HP. This effect can overheal to a maximum of 150% of her normal maximum HP.",0,0,0,0,0,0,0,0,0,0,0,0
Minoriko Aki,10,Symbol of Abundance and Harvest,28,True,40,2,Ability to Control Harvest's MAG buff is increased by an additional (SLv * 4)%.,0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,HP Boost,0,False,2,5,Increase maximum HP.,0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Attack Boost,3,False,2,5,Increase Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Mind Boost,6,False,2,5,Increase Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,The Shinigami's Work,20,False,10,1,"All attacks can now inflict Death, and attacks that already inflicted Death have their effect increased.(25% infliction rate).",0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Ferry Wages of Sanzu River,21,False,1,10,Increase the amount of money earned after a battle by (SLv * 2)%. Effect is reduced to (SLV * 0.66)% if Komachi is in the back row.,0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Flexibility,22,False,7,1,"When Komachi receives a Defense/Mind debuff, that debuff is instead calculated as a buff of the same magnitude.",0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Regeneration Ability,23,False,10,1,Restores 10% of max HP every time the character takes an action.,0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Edokko God of Death,24,False,5,1,"When Komachi takes damage from an attack, she has a 25% chance to counterattack all enemies with a Spirit attack. If the attack either had a Death effect or was multi target and kills another frontliner, the counterattack chance becomes 100% and the power of the counterattack is increased (name of the counterattack changes to ""Wrath of Edokko God of Death"")",0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,An Eye for an Eye,25,False,5,2,"When Komachi takes damage from an enemy's attack, she receives a (SLv * 5) buff to her Attack.",0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Enma & Shinigami,26,True,25,2,"If Komachi and Eiki are in the party of 12, increase the user's all stats by (SLv * 10)%.",0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Shinigami's Scythe,27,True,12,8,"Adds a (SLv * 10)% ATK factor into Narrow Confines of Avici's base formula, along with a (SLv * 10)% MAG factor into Short Life Expectancy, Ferriage in the Deep Fog, and Scythe that Chooses the Dead's base formulas.",0,0,0,0,0,0,0,0,0,0,0,0
Komachi Onozuka,11,Slacker's Motivation,28,True,10,5,"User's PAR, HVY and DTH resistances are increased by (SLv * 12).",0,0,0,0,0,0,0,0,0,0,0,12
Chen,12,Attack Boost,3,False,2,5,Increase Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Speed Boost,7,False,2,5,Increase Speed.,0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Evasion Boost,8,False,2,5,Increase Evasion.,0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Yakumo Clan,20,False,5,2,"While Chen is on the front line, if Ran and/or Yukari are on the front line, Chen's stats will be increased by (SLv * 8) % per members on the front line, excluding Chen.",0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Instant Attack,21,False,12,1,"When Chen is brought to the front line from the reserve party, her ATB bar is set to 10000. Plus Disk also makes it cost 1 TP, not activating if the user doesn't have enough TP.",0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Beat Down,22,False,6,2,"When Chen defeats an enemy, she recovers (SLv) MP and receives a (SLv * 8)% buff to all stats. Does not stack if 2 or more enemies are defeated at the same time.",0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Accelerate,23,False,10,1,"When Chen gets a turn, she receives a 10% Speed buff.",0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Idaten,24,False,5,2,"When Chen is on the front line, allies have a (SLv * 20)% reduced chance of being inflicted with the Heavy status, if any ally gets inflicted with the Heavy status, its duration is also reduced by (SLv * 20)%.",0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,"Screw This, I'm Outta Here",25,False,7,1,"When Chen is in the party, the TP penalty from using the Escape Command is lowered from 3x to 2x TP.",0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Shikigami's Heavy Accel Attack,26,True,75,1,"When the user gets a turn, increase Heavy Accel counter by 2. The user's ATK is increased by (counter * 5)%. Whenever a frontliner gets a turn, there's a 30% chance of the counter being reduced by 1 (this applies even if the user is in the back). The counter maxes at 10.",0,0,0,0,0,0,0,0,0,0,0,0
Chen,12,Indiscernible Monster Cat,27,True,6,10,"Increase the user's Evade by (SLv * 6), Attack by (SLv * 1) and Speed by (SLv * 1).",0,0,0,1,0,0,0,1,6,0,0,0
Chen,12,Proof of Kinship,28,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Defense Boost,4,False,2,5,Increases Defense.,0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Mind Boost,6,False,2,5,Increases Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Affinity Boost,10,False,2,5,Increases all Elemental Resistances.,0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Maintenance,20,False,15,1,Doubles stat bonuses on wearer's Main and Sub equipment.,0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Ability to Manipulate Water,21,False,5,2,"When Nitori is on the front line, increase Cold damage output by (SLv * 15)% for all frontliners.",0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Kappa's Ecology Observation,22,False,5,2,Damage against Aquatic-Type enemies is increased by (SLv * 10)% if Nitori is on the front line. The bonus doesn't stack with similar effects.,0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Overheating,23,False,10,1,"Whenever Nitori uses an offensive ability, she gains an ""Overheating"" buff that increases her next spell card's MP cost by 1 and damage done by 15%. This can keep stacking as long as the holder remains active. Wears off if holder switches out. Has a maximum level of 5 in Plus Disk.",0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Cooling Down,24,False,12,2,"If Nitori concentrates with full HP, the amount of MP recovered is multiplied by (1 + SLv).",0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Enhanced Versatile Machine,25,True,50,1,"Portable Versatile Machine's delay is reduced (83.2% -> 93.2%). Additionally, increases Overheat's damage boost to 20% per stack.",0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Youkai Mountain Alliance?,26,True,25,2,"When at least 2 of Aya, Momiji, Nitori and Hina are in front, the user's all stats are increased by (SLv * 7)% for each member in front excluding herself. This can only take effect if at least one ally or enemy has acted in battle.",0,0,0,0,0,0,0,0,0,0,0,0
Nitori Kawashiro,13,Kappa's Material Aesthetica,27,True,75,1,"If the user is in the front at the end of battle, increase item drop rate by 20%. Additionally, if the user defeats an enemy, that enemy's item drop rate is increased by 40%.",0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,MP Boost,1,False,2,5,Increase maximum MP.,0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Mind Boost,6,False,2,5,Increase Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Resistance Boost,11,False,2,5,Increase all Ailment Resistances.,0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Two-Way Curse,20,False,5,2,"If Parsee is affected by a status effect, her damage done is increased by (SLv * 12)% and her damage taken is reduced by (SLv * 12)%.",0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Final Blow,21,False,5,2,"When Parsee attacks an enemy affected by an ailment, that attack's damage is increased by (SLv * 16)%.",0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Jealousy Manipulation,22,False,10,1,Parsee's stats will increase the more units (allies and enemies) are affected by Debuffs (5% stat increase per Debuffed unit).,0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Flames of Jealousy,23,False,5,2,"When Parsee is on the front line, increase Dark damage output by (SLv * 15)% for all frontliners.",0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Emergency Recovery,24,False,10,1,"If Parsee uses Concentrate while under 66% HP, it will consume 3 TP and regenerate 66% HP, in addition to the usual effect. Does not work if the skill holder doesn't have enough TP.",0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Jealousy Bomber,25,True,40,1,Large Box and Small Box will inflict 3x damage more often.,0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Green Eyed Monster,26,True,80,1,The strength of all of the user's status ailments and debuffs are increased by 50%.,0,0,0,0,0,0,0,0,0,0,0,0
Parsee Mizuhashi,14,Jealousy-Fueled Final Blow,27,True,66,1,Final Blow's effect is doubled.,0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Defense Boost,4,False,2,5,Increases Defense.,0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Mind Boost,6,False,2,5,Increases Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Evasion Boost,8,False,2,5,Increases Evasion.,0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Team ⑨,20,False,5,2,"While Wriggle is in the front line, Wriggle's stats are increased by (SLv * 8) for each member of Team ⑨ that's also in the front line not including herself. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Inhale Poison,21,False,5,2,"When Wriggle receives a turn, if any allies on the front line are poisoned, Wriggle recovers (SLv * 12)% of her max HP per Poisoned ally.",0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Kodoku Queen,22,False,10,1,Wriggle's stats will increase the more units (allies and enemies) are affected by Poison (5% stat increase per Poisoned unit).,0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Toxic Vaccine,23,False,5,2,"When Wriggle is on the front line, allies have a (SLv * 20)% reduced chance of being inflicted with the Poison status, if any ally gets inflicted with the Poison status, its duration is also reduced by (SLv * 20)%.",0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Insect's Commander,24,False,5,2,Damage against Insect-Type enemies is increased by (SLv * 10)% if Wriggle is on the front line. The bonus doesn't stack with similar effects.,0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Poison Touch,25,False,5,2,"When Wriggle is hit by a physical attack, she has a (SLv * 35)% chance to counter with a normal Attack that can inflict Poison and Paralysis. (Infliction rate: 90%, PSN:10000 / PAR:4000)",0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Firefly Swarm,26,True,50,1,"When at least one ally or enemy is poisoned, increase Wriggle's DEF and MND by 25%.",0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Nightbug Carnival,27,True,40,1,"Increase Nightbug Tornado's power and damage bonus on poisoned enemies. (Formula changes to 223% ATK - 67.5% T.DEF, Poison damage bonus changes to (75+SLv*15)%)",0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Proof of Kinship,28,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Wriggle Nightbug,15,Going it Alone,29,True,50,1,"If no character in the party of 12 has learned Team ⑨, increase the user's all stats by 16%.",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,MP Boost,1,False,2,5,Increases Maximum MP.,0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Mind Boost,6,False,2,5,Increases Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Residents of Eientei,20,False,5,2,"While Kaguya is on the front line and if Reisen and/or Eirin are also on the front line, Kaguya's stats are increased by (SLv * 7) for each not including herself. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Royal People of the Moon,21,False,12,1,"Kaguya's attacks will ignore 90% of the enemy's defenses. When she takes a turn, there is a 75% chance to consume 1 MP.",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Robe of Fire Rat,22,False,5,2,"When Kaguya is on the front line, all allies on the front line take (SLv * 15)% less Fire damage.",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Desire to Rest,23,False,5,2,"When the skill holder retreats to the reserve, she recovers (SLv * 6)% HP and MP.",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Thousand Year Exile,24,False,10,1,"Kaguya's Speed is increased by 66% when on the reserve party, increasing her HP and MP recovery rate.",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Lunar Power,25,True,50,1,"When the user is in the front, all other frontliners ignore 25% of enemy defense when attacking.",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Lunar Ilmenite,26,True,20,5,"Rarely, when the user receives a turn, restore all of user's MP. The skill's activation chance increases with skill level. (~10% rate at max level)",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Five Impossible Requests,27,True,75,1,"When Kaguya uses a personal spell card, increase Five Impossible Request counter by 1. When she attacks while the counter is at 5, remove the effect to increase the attack's damage by 150%.",0,0,0,0,0,0,0,0,0,0,0,0
Kaguya Houraisan,16,Proof of Kinship,28,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,HP Boost,0,False,2,5,Increases HP.,0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,TP Boost,2,False,2,5,Increases TP.,0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Attack Boost,3,False,2,5,Increases Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,With Keine,20,False,5,2,"While Keine is on the front line, Mokou's Defense and Mind are increased by (SLv * 15)%.",0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Regeneration,21,False,8,2,Recovers (SLv * 10)% of max HP whenever Mokou takes an action.,0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Resurrection,22,False,5,3,"When Mokou is defeated, there is a (SLv * 30)% chance to consume 6 TP and revive her. She revives with 33% max HP and her timebar at 0. Cannot activate if she doesn't have enough TP.",0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Blazing,23,False,5,2,"When Mokou is on the front line, increase Fire damage output by (SLv * 15)% for all frontliners.",0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Fighting Spirit,24,False,5,2,"Whenever the skill holder takes an action, she gains a ""Fighting Spirit level"" that reduces damage taken and increases damage dealt by (Fighting Spirit level * 5)%, up to a maximum of (SLv * 3) stacks. Wears off if she switches out.",0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Morale Maintenance,25,True,60,1,"When the user is switched to the back, Fighting Spirit counter will be reduced by 1 instead of disappearing entirely.",0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Sheer Force,26,True,15,1,"When attacking with an element the enemy resists, reduce enemy's elemental affinity to (100 + (affinity - 100) / 2). Additionally, pierce 1/3 of the enemy's ailment and debuff resistances when attacking.",0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Desperation,27,True,5,2,"When the user's HP is less than (20 + SLv * 20)%, all stats are increased by 25%.",0,0,0,0,0,0,0,0,0,0,0,0
Fujiwara no Mokou,17,Imperishable Shooting,28,True,80,1,"Increase ATK commensurate with TP lost. For each TP missing, increase ATK by 1%.",0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,HP Boost,0,False,2,5,Increases HP.,0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Attack Boost,3,False,2,5,Increases Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Evasion Boost,8,False,2,5,Increases Evasion.,0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Quickwitted,20,False,7,1,"When Aya receives a Speed debuff, that debuff is instead calculated as a buff of the same magnitude.",0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Gensokyo's Fastest Lessons,21,False,5,2,"When entering a battle, Aya has a (SLv * 50)% chance to start with her timebar at 20000 (effectively giving her a free turn at the start).",0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Tengu's Wind,22,False,6,2,"When Aya receives a turn, all allies on the front line gain a (SLv * 4)% Speed buff.",0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Ability to Manipulate Wind,23,False,5,2,"When Aya is on the front line, all allies on the front line take (SLv * 15)% less Wind damage.",0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Extra Steps,24,False,12,1,"When Aya kills an enemy, she will be able to act again immediately.",0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Proof of the Fastest,25,True,80,1,"When the user evades an attack, increase Proof of the Fastest counter by 1. Increase the user's SPD by (counter * 4)% and ATK by (counter * 10)%. The counter maxes at 10.",0,0,0,0,0,0,0,0,0,0,0,0
Aya Shameimaru,18,Crow Tengu's Watchful Eyes,26,True,15,4,Increase the user's Evade by (SLv * 10).,0,0,0,0,0,0,0,0,10,0,0,0
Aya Shameimaru,18,Youkai Mountain Alliance?,27,True,25,2,"When at least 2 of Aya, Momiji, Nitori and Hina are in front, the user's all stats are increased by (SLv*7)% for each member in front excluding herself. This can only take effect if at least one ally or enemy has acted in battle.",0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,MP Boost,1,False,2,5,Increases Maximum MP.,0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Attack Boost,3,False,2,5,Increases Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Speed Boost,7,False,2,5,Increases Speed.,0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Team ⑨,20,False,5,2,"While Mystia is in the front line, Mystia's stats are increased by (SLv * 8) for each member of Team ⑨ that's also in the front line not including herself. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Diva of Darkness,21,False,5,2,"When Mystia is on the front line, allies have a (SLv * 20)% reduced chance of being Silenced, if any ally gets inflicted with the Silence status, its duration is also reduced by (SLv * 20)%.",0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Silent Singing Voice,22,False,10,1,"Mystia's stats will increase the more units (allies and enemies) are affected by Silence. (5% stat increase per Silenced unit, increased to ~7% in Plus Disk)",0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Soothing Type?,23,False,6,1,"When Mystia uses Concentrate, all allies on the front line recover 1 MP.",0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Instant Attack,24,False,12,1,"When Mystia is brought to the front line from the reserve party, her ATB bar is set to 10000. Plus Disk also makes it cost 1 TP, not activating if the user doesn't have enough TP.",0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Tunnel Vision,25,True,66,1,"When the user is in the front, increase all frontliners' Evade by 20%. When an attack is evaded, the attacker receives a 7% All-stat debuff (ignores DBF resistance), even if the user is in the back.",0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Deaf to All but the Song,26,True,66,1,Singing in the Silence's bonus will have a minimum of Lv4 if at least one ally or enemy is Silenced. (Currently maxes at 5 from a single silenced unit for ~35% stat increase),0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Proof of Kinship,27,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Mystia Lorelei,19,Going it Alone,28,True,50,1,"If no character in the party of 12 has learned Team ⑨, increase the user's all stats by 16%.",0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,HP Boost,0,False,2,5,Increase base HP.,0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,TP Boost,2,False,2,5,Increase maximum TP.,0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Speed Boost,7,False,2,5,Increase Speed.,0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Ability to Guide Animals,20,False,5,2,Damage against Beast-Type enemies is increased by (SLv * 10%) if Kasen is on the front line. The bonus doesn't stack with similar effects.,0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Guts,21,False,5,2,"If Kasen gets knocked down, there is a (SLv * 25)% chance that 10 TP will get consumed and she will stay alive with 1 HP",0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Fighting Spirit,22,False,5,2,"Whenever the skill holder takes an action, she gains a ""Fighting Spirit level"" that reduces damage taken and increases damage dealt by (Fighting Spirit level * 5)%, up to a maximum of (SLv * 3) stacks. Wears off if she switches out.",0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Adversity,23,False,5,2,"While Kasen is affected by an ailment or debuff, her damage will be increased by (SLv * 10)%.",0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Thankful Preaching,24,False,10,1,"Adds a Silence effect to all attacks, and attacks that already inflicted Silence have their effect increased. (25% infliction rate, 5000 strength).",0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Impact Attack,25,False,10,1,"Adds a Shock effect to all attacks, and attacks that already inflicted Shock have their effect increased.(25% infliction rate).",0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Adversity+,26,True,25,2,Adversity will increase damage by an additional (SLv * 10)%.,0,0,0,0,0,0,0,0,0,0,0,0
